Danceability,Energy,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Views,Likes,Stream,Album_type,Licensed,official_video,id,Track,Album,Uri,Url_spotify,Url_youtube,Comments,Description,Title,Channel,Composer,Artist
8.0,0.360944128,4.0,-4.39,0.0436,0.000804357,0.00028,0.002515456,0.32,102.052,153773.0,,33119.0,3663929.0,2,1,2,15154,,,12154,1617,11975,1946.0,11659,,,7,7
7.0,0.290117528,7.0,-6.142,0.239,0.175616,0.0,,0.533,123.949,263647.0,121311929.0,1034992.0,150615162.0,0,1,2,15155,11677,8275,12155,1617,,75431.0,11660,11915,4833,,54
5.0,0.432081216,2.0,-4.026,0.3,0.082312875,0.0,0.0008147805039999,0.645,,188057.0,86976440.0,847972.0,148400524.0,2,0,0,15156,,,12156,1617,11976,35734.0,11661,,4834,3,18
6.0,0.262144,2.0,-6.0,0.127,0.0001064964239999,2.77e-06,0.059319,0.195,89.964,212007.0,5163967.0,73840.0,18997861.0,,0,2,15157,11678,8276,12157,1617,,4127.0,11662,11916,4835,,56
9.0,0.487443403,,-6.351,0.0432,0.122763473,6.29e-05,0.004019679,0.51,125.017,176428.0,469942.0,11022.0,2457102.0,2,0,0,15158,,8277,12158,1617,11977,636.0,11663,11917,4836,,
8.0,0.173741112,10.0,-6.638,0.22,0.1044871109999999,0.0,,0.325,,,26398552.0,,67195073.0,0,0,2,15159,11679,8278,12159,1617,11978,5456.0,11664,11918,4837,7,41
7.0,,5.0,-4.964,0.108,,0.0,0.0011248639999999,0.573,124.991,144987.0,2135141.0,44371.0,5642258.0,2,1,2,15160,11680,8279,12160,1617,11979,4774.0,11665,11919,4835,5,
4.0,,,-4.892,,,0.0,0.0036522639999999,0.721,83.504,172036.0,98849870.0,940288.0,161139509.0,0,1,2,15161,,8280,,1617,,42812.0,11666,,4835,,57
1.0,,1.0,-5.057,0.432,0.151419437,0.0,0.000991026973,0.419,,194534.0,,805709.0,171551180.0,,1,2,15162,11681,8280,12161,,,34187.0,11667,11920,4835,1,12
5.0,0.257259456,5.0,-6.128,0.437,0.062570773,1.49e-06,0.000547343432,,101.933,162335.0,,838126.0,100229507.0,,1,2,15163,6975,8275,12162,1617,11980,,,11921,4833,6,3
0.0,0.0259343359999999,4.0,,0.0333,0.8147805040000001,0.0,0.000857375,0.12,115.284,200186.0,1721400523.0,24426202.0,,2,,2,15164,11682,8281,12163,1618,11981,,11668,11922,4838,1,
1.0,0.0131442559999999,4.0,-15.159,0.0379,0.5717869999999998,0.00653,0.0031765229999999,0.119,140.214,281381.0,21545835.0,552196.0,188946951.0,2,0,2,15165,11683,8282,12164,1618,11982,17275.0,,11923,4839,1,39
0.0,0.011390625,0.0,-8.697,0.0348,0.451217663,0.00349,,0.297,81.055,298899.0,,5718606.0,907762843.0,0,1,2,15166,4406,3149,12165,1618,,146420.0,11669,,4838,5,4
6.0,0.011390625,,-14.454,0.0994,0.7338708080000002,0.657,0.0011910159999999,0.243,120.006,245426.0,315642357.0,5284551.0,1247913202.0,2,1,2,15167,11684,8283,12166,1618,11983,182604.0,11670,11924,4838,3,48
4.0,0.032157432,7.0,-12.695,0.0478,0.7193231360000001,0.00239,0.000502459875,,119.959,180933.0,54672067.0,1089600.0,672865943.0,2,1,2,15168,,,12167,1618,,18839.0,,,4838,1,7
0.0,0.001367631,4.0,-14.084,0.0972,0.935441352,3.97e-05,0.000721734273,0.198,82.642,196077.0,845341855.0,,1478156307.0,0,,2,15169,11685,,12168,1618,11984,399642.0,11671,11925,4838,2,0
6.0,,7.0,-10.965,0.375,0.035287552,0.13,0.001,0.562,135.128,194088.0,1224659786.0,,2203014126.0,0,1,2,15170,11686,8284,12169,1618,11985,827432.0,11672,11926,4838,1,7
1.0,0.069934528,7.0,-8.461,0.0402,0.4003155529999999,0.0,0.001560896,0.247,170.163,203569.0,311247259.0,4046457.0,874910597.0,2,1,2,15171,11687,,12170,1618,,76019.0,,,,5,
0.0,,0.0,-5.742,0.0365,0.000102503232,0.000392,0.0086151249999999,0.127,,,,191574.0,338722014.0,2,1,,15172,4408,8285,12171,1618,11986,79.0,11673,11927,,3,0
1.0,0.002248091,0.0,-18.435,0.0382,,0.00453,0.001295029,0.12,137.446,291796.0,49554662.0,992263.0,724306879.0,0,,,15173,11688,8284,12172,,11987,30096.0,11674,,4838,3,56
1.0,0.031855013,8.0,-9.258,0.0531,0.7073479710000001,4.78e-06,0.0028032209999999,,169.914,233456.0,41751204.0,1757819.0,769993739.0,0,,2,15174,11689,8286,12173,1619,11988,51965.0,11675,11928,,1,37
1.0,,,-7.379,,0.056181887,0.127,0.0241375689999999,0.154,,211667.0,33987682.0,788787.0,144541540.0,0,1,,15175,9494,,12174,1619,11989,18516.0,11676,11929,4840,,
2.0,0.1099022389999999,3.0,-7.458,0.0261,0.160989184,0.00598,0.006967871,0.284,,,357725577.0,,1018639988.0,,1,2,15176,11690,8287,12175,1619,11990,199440.0,11677,11930,2929,7,4
5.0,0.2032974719999999,1.0,-9.573,0.133,0.2371766589999999,0.241,0.000976191488,0.204,,174358.0,148091923.0,1927187.0,581765561.0,,1,2,15177,11691,8287,12176,1619,11991,63289.0,11678,11931,2929,9,12
3.0,0.057960603,7.0,-8.607,0.274,0.8958413439999999,0.705,0.0089989119999999,0.459,146.565,126312.0,3281011.0,113289.0,382667972.0,0,0,0,15178,11692,8288,12177,1619,11992,2845.0,11679,11932,2929,1,1
8.0,0.298077632,2.0,,,0.0267308989999999,,0.0007265726989999,0.632,148.016,102480.0,2147515.0,95125.0,33899806.0,0,1,,15179,,8286,12178,1619,11993,,11680,11933,4840,5,34
3.0,,1.0,-7.474,0.11,0.057960603,0.00014,,0.332,,180019.0,86167869.0,1409376.0,459554314.0,0,1,2,15180,11693,35,12179,1619,,50938.0,,11934,,6,36
7.0,0.357911,6.0,-8.497,0.091,,0.0351,0.061629875,0.0728,82.482,141093.0,,353766.0,56866388.0,0,,2,15181,11694,,,,11994,13680.0,11681,11935,4840,5,34
4.0,0.158340421,0.0,-6.307,0.0263,,,0.0017279999999999,0.124,126.049,113067.0,1509983.0,62994.0,,,1,2,15182,11695,8286,12180,1619,11995,1834.0,,,4840,8,14
8.0,0.428661064,,-6.713,0.141,0.2348851129999999,0.919,0.001331,,85.016,127987.0,1691664.0,63123.0,,0,1,2,15183,11696,,12181,1619,11996,,11680,11936,4840,7,4
9.0,0.240641848,,-6.538,0.0892,0.0031121359999999,1.68e-05,0.000252435968,0.77,,,284789065.0,1462206.0,561071997.0,0,,2,15184,11697,6165,,1620,11997,,11682,,3567,8,23
7.0,0.3842405829999999,5.0,,,0.000199176704,1.91e-06,0.000929714176,0.644,94.048,229065.0,86730315.0,560978.0,164335543.0,0,1,,15185,11698,8289,12182,1620,11998,15076.0,,11937,4841,7,73
9.0,0.236029032,7.0,-4.892,,2.7818127e-05,0.0,0.0006494618959999,0.391,81.993,,578285886.0,3720899.0,802716182.0,0,1,2,15186,11699,,,,11999,95575.0,11683,11938,376,8,7
3.0,0.254840104,,-5.522,0.273,0.002146689,,0.006644672,0.555,170.228,174045.0,2847275.0,,8717716.0,2,,2,15187,,8290,,,12000,3991.0,11684,11939,3567,1,12
8.0,,0.0,-7.893,0.0464,0.8492781229999998,4.44e-05,0.0016851589999999,0.805,136.016,188107.0,185326908.0,,307582184.0,,1,2,15188,,8291,12183,1620,12001,,11685,11940,3567,3,0
9.0,0.1971373679999999,9.0,-5.744,0.0727,0.0129778749999999,1.26e-06,,,130.008,,,74323.0,21170475.0,2,,2,15189,11372,8068,11821,1620,12002,4379.0,11337,11941,3567,5,39
9.0,0.463684824,1.0,-4.203,,,,0.0017279999999999,0.781,116.972,109120.0,30160386.0,498140.0,148611916.0,0,,2,15190,11700,,12184,1620,12003,13375.0,11686,11942,3567,4,80
9.0,0.3270827689999999,6.0,-4.027,0.124,0.059319,0.00325,0.0001257515009999,0.746,97.963,,2046549485.0,9268047.0,680540511.0,2,,2,15191,7904,5602,8133,1620,7988,281013.0,7740,7881,,,84
8.0,0.437245479,1.0,-3.292,0.225,0.098611128,0.000868,0.0029242069999999,0.579,,201040.0,483769875.0,,489405512.0,2,1,,15192,,8292,,1620,12004,98342.0,11687,11943,3567,3,
9.0,0.452984832,0.0,-5.702,0.265,,2.45e-05,0.122763473,0.734,99.988,137533.0,67585068.0,,133263975.0,0,,2,15193,,8291,12185,,12005,43632.0,11688,11944,3567,,40
7.0,0.090518849,2.0,,0.383,0.633839779,0.0,0.009663597,0.514,146.016,175890.0,34765362.0,826372.0,126735336.0,2,1,2,15194,11701,8293,12186,1621,12006,9532.0,11689,11945,4842,3,
9.0,0.1881325169999999,6.0,,0.288,,0.0,0.065450827,0.972,140.04,,92119541.0,1908501.0,,2,0,0,15195,11702,8294,12187,1621,12007,37787.0,11690,11946,2913,8,
9.0,,3.0,-6.18,0.338,0.3922231679999999,0.0,0.000895841344,0.694,144.006,,132962962.0,1601827.0,,0,0,2,15196,11703,8295,12188,,12008,20348.0,11691,11947,3445,3,34
7.0,0.561515625,3.0,,0.0435,,0.0,0.0486271249999999,0.904,143.062,108651.0,82354366.0,1233455.0,213944257.0,,1,2,15197,11704,5201,12189,1621,12009,12223.0,,11948,4842,1,16
9.0,0.292754944,6.0,-8.119,0.261,0.033386248,0.0,0.000107171875,0.743,144.108,160000.0,15215310.0,319854.0,46520935.0,2,1,2,15198,11705,8296,,1621,12010,5327.0,11692,11949,4843,8,
9.0,,,-7.979,0.357,0.011852352,0.0,0.001442897,0.757,144.892,188690.0,70141126.0,742355.0,,0,0,2,15199,11706,8295,12190,1621,12011,9268.0,11693,11950,3445,7,34
9.0,0.241804367,8.0,-7.524,0.354,,0.0,0.0289344429999999,0.811,135.935,222155.0,52004559.0,406908.0,114816287.0,0,0,0,15200,11707,8297,12191,1621,12012,6103.0,11694,11951,4844,3,41
7.0,0.3970653749999999,10.0,-6.511,0.299,0.010648,0.0,0.006331625,,144.024,243776.0,44811863.0,770941.0,58919711.0,0,1,,15201,11708,,12192,1621,12013,,11695,,4842,3,7
8.0,0.5759303679999999,6.0,-6.084,0.226,,5e-06,0.2085278569999999,,142.001,178000.0,4973150.0,,27406417.0,2,0,0,15202,11709,8298,12193,1621,,5064.0,11696,11952,4845,6,20
5.0,0.306182024,1.0,-8.148,,0.001442897,0.0,,0.671,,114581.0,,182.0,17643550.0,2,,0,15203,9895,8299,12194,1621,,3.0,11697,11953,3885,9,11
9.0,,7.0,,0.0364,0.1981552869999999,1.98e-06,0.010360232,,124.98,162638.0,370947744.0,,786419578.0,,1,2,15204,11710,8300,12195,1622,,,,11954,4846,7,36
8.0,0.3890169999999999,0.0,-3.865,0.134,0.0012597119999999,,0.007301384,0.421,91.966,212304.0,,248798.0,141715807.0,0,1,2,15205,10142,7160,10498,1622,,2194.0,10048,10266,4348,5,15
9.0,0.4168327229999999,7.0,,0.149,0.021024576,0.0,0.038958219,0.576,98.03,,16369988.0,203047.0,44954838.0,,1,2,15206,11711,8301,12196,1622,12014,5467.0,11698,11955,4846,7,62
8.0,0.2032974719999999,1.0,-3.161,0.0464,0.002097152,,0.0008017650889999,0.553,107.022,226187.0,1058838468.0,3746832.0,165747529.0,2,1,2,15207,7024,4991,10305,1622,12015,94742.0,11699,11956,3566,8,53
7.0,0.426957777,,-4.891,0.179,0.0016430319999999,4.21e-06,0.0095281279999999,,174.107,204564.0,902200232.0,3044383.0,665804353.0,,1,2,15208,11712,8302,12197,1622,12016,62305.0,11700,11957,,2,46
8.0,0.478211768,4.0,-3.945,0.0582,0.089314623,0.0,0.001906624,0.81,143.86,191945.0,57966207.0,587233.0,332888379.0,0,1,2,15209,,8303,12198,,,17686.0,11701,11958,4846,7,
3.0,0.4837366250000001,9.0,-7.768,0.161,,0.0,0.002000376,,106.002,217547.0,24706343.0,557112.0,,2,,0,15210,540,1450,547,1622,539,,1903,528,272,3,25
7.0,0.252435968,10.0,-4.939,0.0648,0.0058319999999999,,0.0425085489999999,0.503,92.03,216107.0,188027058.0,1168982.0,,0,,2,15211,11713,8303,12199,1622,,19460.0,11702,11959,4846,6,23
8.0,0.1085313329999999,4.0,-7.348,,0.165469149,0.0,0.0425085489999999,0.86,94.983,213027.0,1652550023.0,5440510.0,585902942.0,0,1,2,15212,11714,8304,12200,1622,12017,154317.0,11703,11960,4846,8,35
7.0,0.306182024,2.0,-4.201,,0.0033749999999999,0.0,0.0009585852559999,,174.024,190345.0,51349674.0,579690.0,83347353.0,,1,,15213,11715,8305,,1622,12018,50256.0,11704,11961,3339,7,
3.0,0.292754944,9.0,-5.044,0.154,0.037595375,0.0,,0.688,166.928,178147.0,419252572.0,6823359.0,1732870361.0,0,1,2,15214,11716,8306,12201,1623,12019,,11705,,,,7
0.0,0.038958219,,-7.885,0.0338,0.3299393709999999,0.0,0.0017279999999999,0.0849,100.607,229227.0,87390538.0,2102778.0,1070224502.0,0,1,,15215,11717,,12202,1623,12020,56528.0,11706,11962,4847,3,85
3.0,0.080062991,,-8.81,0.0578,0.452984832,1.42e-05,0.0011910159999999,0.137,143.875,242013.0,427748082.0,8894073.0,1703268794.0,0,1,2,15216,11718,8306,12203,1623,12021,308317.0,11707,11963,4847,4,12
1.0,0.229220928,2.0,-7.222,,0.1991767039999999,5.7e-06,0.050653,0.178,180.917,215507.0,315822635.0,5096582.0,1106481765.0,0,1,2,15217,11719,8306,12204,1623,12022,135691.0,11708,11964,4847,1,12
0.0,0.020123648,9.0,-10.497,0.0364,0.6494618959999999,,0.0031765229999999,0.218,172.929,152667.0,371854.0,7800.0,654583971.0,0,0,0,15218,11720,8306,12205,1623,12023,251.0,11709,11965,4848,1,44
0.0,0.0869383069999999,6.0,-9.72,0.133,0.447697125,9.67e-06,0.000590589719,0.338,168.924,175933.0,1138770.0,20523.0,722767272.0,0,0,0,15219,11721,,12206,1623,,289.0,11710,11966,3433,3,30
6.0,0.1901093749999999,10.0,,0.116,0.007762392,0.0,0.000231475544,0.699,163.929,173160.0,2291728.0,57908.0,573764789.0,,0,0,15220,11722,8306,12207,1623,12024,1426.0,11711,11967,4849,7,26
5.0,,4.0,-6.446,0.0599,3.0080231e-05,1.37e-06,,0.28,123.999,143747.0,46863808.0,1795063.0,449425821.0,0,1,,15221,11723,8306,12208,1623,12025,73933.0,,11968,4847,5,
1.0,0.008365427,2.0,,,0.8332376209999999,0.0,0.002000376,0.419,168.884,163587.0,27044505.0,517631.0,311967740.0,0,,2,15222,11724,8306,12209,1623,12026,12056.0,11712,,4847,3,15
0.0,0.079507,0.0,-6.585,0.0328,0.000733870808,0.0,0.000758550528,0.129,77.599,177323.0,165608948.0,,528853212.0,2,1,2,15223,11725,8307,12210,1623,5295,,5075,5218,828,1,
6.0,0.127263527,8.0,-6.115,,0.002571353,6.36e-05,0.000944076141,,162.85,91288.0,43673218.0,,,0,1,2,15224,11726,8308,,1624,12027,25567.0,11713,11969,4850,4,13
6.0,,,,0.24,,0.0,0.029503629,0.424,130.094,177231.0,34550.0,3218.0,10908573.0,0,0,,15225,11727,6201,,1624,12028,372.0,,11970,,2,
8.0,,0.0,-6.044,0.052,0.314432,0.0,0.007077888,0.343,81.031,121680.0,59318.0,,455881278.0,0,,0,15226,11728,4420,12211,,12029,48.0,,11971,4851,4,46
9.0,0.1871492479999999,6.0,-6.067,0.0864,4.930390000000001e-07,0.0,,0.568,,175954.0,82594982.0,669429.0,427070352.0,0,,2,15227,11729,8309,12212,1624,12030,13531.0,11714,11972,4852,,54
3.0,0.674526133,,-4.938,0.114,,0.0,0.563559976,,,236883.0,25471236.0,807996.0,387180818.0,0,0,,15228,8660,6137,8923,1624,8772,,8499,8667,3836,7,54
5.0,0.3624670969999999,7.0,-4.787,0.0406,0.000494913671,0.394,0.010793861,0.544,175.096,119314.0,963010.0,49190.0,,2,1,2,15229,8301,5908,8559,1624,,2650.0,11715,11973,2404,5,52
6.0,0.5139224010000001,7.0,-2.515,,0.0003242427029999,0.0,0.452984832,0.371,148.936,219060.0,8852.0,256.0,,0,0,0,15230,11730,6201,12213,1624,12031,17.0,11716,11974,,1,
3.0,0.381078125,,,0.0547,1.1239423999999997e-08,0.0,,,170.144,230137.0,487177.0,19232.0,4986873.0,0,0,2,15231,,6201,,,12032,,11717,11975,3836,1,16
5.0,0.136590875,1.0,-4.402,0.134,,2.15e-06,0.2117087359999999,0.196,90.131,175999.0,368649.0,12044.0,4730664.0,0,0,,15232,11731,6201,12214,1624,12033,744.0,11718,11976,3836,,16
6.0,0.226981,4.0,-3.597,0.164,2.6280719999999995e-06,,0.0129778749999999,0.229,145.108,217241.0,567460.0,22687.0,3281551.0,0,0,2,15233,11732,6201,12215,1624,,,11719,11977,3836,,18
9.0,0.1971373679999999,10.0,-7.275,0.264,6.1629875e-05,,0.001,0.505,149.973,283196.0,9175194.0,172625.0,36808984.0,,0,,15234,8697,,8963,1625,12034,4197.0,11720,,3754,4,4
2.0,0.278445077,0.0,-5.666,0.0466,0.019465109,0.0,0.133432831,0.852,142.347,121573.0,2012616.0,41394.0,210423821.0,0,0,0,15235,8220,5558,8971,1625,8330,1247.0,8544,8226,,2,7
9.0,0.3938328369999999,10.0,-4.478,0.333,8.998911999999997e-06,0.0,0.000997002999,,154.904,148630.0,69543893.0,829722.0,296465227.0,0,1,2,15236,,,12216,1625,12035,30437.0,11721,11978,,2,20
1.0,0.251239591,5.0,-5.884,0.343,0.0003242427029999,0.0,,0.424,180.056,189323.0,392428761.0,3446846.0,,0,0,0,15237,11733,,12217,1625,,256386.0,11722,11979,2913,,
8.0,0.2053789999999999,0.0,-8.741,,0.062570773,0.0,0.004826809,0.238,147.978,155738.0,3013228.0,,96988210.0,0,,0,15238,11734,8310,12218,1625,12036,594.0,11723,11980,4853,7,27
8.0,0.244140625,0.0,-6.67,0.351,0.000406869021,0.0,0.1155013029999999,0.871,146.031,111971.0,8984987.0,219132.0,59360066.0,0,1,2,15239,11735,8311,12219,1625,12037,6130.0,11724,,4854,,58
9.0,0.267089984,,-5.431,0.407,2.6463592e-05,0.0,0.001331,0.227,155.103,173419.0,49322293.0,552018.0,39080696.0,0,1,2,15240,11736,8312,12220,1625,12038,26395.0,11725,11981,4855,2,8
9.0,0.295408296,,-5.334,0.0694,0.002685619,0.0,0.0011576249999999,0.0585,134.068,129105.0,219831039.0,1464653.0,273883875.0,0,1,2,15241,11737,8313,12221,1625,12039,43954.0,11726,11982,4855,5,17
3.0,,,-7.069,0.359,0.000137388096,0.0,0.1064964239999999,0.281,75.044,,4754140.0,150387.0,4594547.0,0,0,2,15242,11738,8314,12222,1625,12040,9631.0,,11983,4855,2,23
6.0,0.561515625,,-3.787,0.0601,,0.0,0.000306182024,,,203064.0,,6810706.0,,,1,2,15243,11298,7987,12223,1626,11560,147607.0,11254,11508,686,6,31
7.0,,10.0,-7.956,0.164,0.015069223,0.0,0.001030301,0.497,89.977,,,2707978.0,1490721785.0,,0,,15244,11739,8315,12224,1626,12041,74783.0,11727,,4856,2,20
9.0,0.099252847,,,,0.0008764674929999,0.0,0.0034429509999999,0.46,108.003,142417.0,134859097.0,1184063.0,389570923.0,0,1,2,15245,11740,8316,12225,1626,12042,29249.0,11728,11984,4857,4,
8.0,,,,,0.006751269,0.0,,0.836,126.77,159715.0,483540535.0,4800576.0,703580009.0,,,2,15246,11741,,12226,1626,12043,106803.0,11729,,4856,3,31
9.0,0.299418309,1.0,,0.457,0.004173281,0.0,0.000385828352,0.628,139.949,,52048304.0,886520.0,168733318.0,2,0,2,15247,11742,8317,,1626,12044,,,11985,4856,7,8
9.0,0.290117528,2.0,-6.482,0.426,0.0002247557119999,0.0,0.002048383,0.844,75.445,163320.0,337101776.0,,,,0,,15248,,8318,,1626,12045,83336.0,11730,11986,,5,
8.0,0.244140625,0.0,,0.351,0.000406869021,0.0,0.1155013029999999,,,111971.0,8984987.0,219132.0,59360066.0,0,1,2,15249,11735,8311,12219,1626,12037,,11724,11987,4854,7,
8.0,0.277167808,1.0,-2.708,,0.001442897,0.0,0.0012250429999999,0.777,,,108254811.0,1368000.0,393777980.0,0,0,2,15250,11743,8319,12227,,12046,57682.0,,11988,4856,5,49
9.0,,2.0,-5.85,,0.002146689,0.0,,0.934,119.987,159083.0,56068597.0,949491.0,147139444.0,2,0,2,15251,11744,8320,12228,1626,12047,37472.0,11731,11989,4856,,54
3.0,0.092345408,7.0,-4.75,0.0268,0.083453453,0.0,0.0407075839999999,0.734,139.953,,193848028.0,1304340.0,237495955.0,2,1,,15252,11745,,12229,1627,12048,34982.0,11732,11990,,2,70
7.0,0.162771336,0.0,-4.572,,0.282300416,0.0,0.001815848,0.69,,197333.0,578719780.0,5878863.0,478748799.0,2,0,2,15253,10987,,11402,1627,11226,219490.0,10923,11163,4628,2,16
6.0,,,-5.352,0.0349,0.009393931,0.0,0.0269999999999999,0.604,102.01,198529.0,121169170.0,542348.0,,2,1,2,15254,7544,5355,7758,1627,7626,11111.0,7369,7525,2287,7,37
6.0,0.229220928,4.0,-4.32,0.0344,0.1044871109999999,0.0,0.000588480472,0.602,,202176.0,19367035.0,266180.0,32378214.0,2,1,2,15255,,8321,6494,1627,6375,4817.0,6129,6289,2981,3,44
1.0,0.080062991,2.0,-6.422,0.0367,0.004826809,,0.0289344429999999,0.722,,199320.0,1299486915.0,4194854.0,472610393.0,0,1,2,15256,586,8322,12230,1627,12049,120857.0,11733,11991,2287,1,14
7.0,0.0869383069999999,7.0,-3.743,0.0329,0.3890169999999999,,0.001030301,0.763,97.194,177791.0,166099297.0,1014903.0,266678074.0,0,1,2,15257,,5769,12231,1627,12050,14047.0,11734,11992,,2,1
2.0,0.127263527,7.0,-3.313,0.0422,0.058411072,0.0,0.0002247557119999,0.709,195.593,,681788704.0,1834209.0,360996909.0,0,1,2,15258,11746,4428,12232,1627,12051,24296.0,11735,11993,2287,9,18
5.0,0.137388096,0.0,-4.418,0.0296,0.059776471,0.0,0.017373979,0.759,94.931,191880.0,21639250.0,,47790192.0,0,,2,15259,5448,3885,12233,1627,5446,3562.0,5227,5373,2627,5,39
5.0,0.083453453,4.0,-3.857,,0.0224257679999999,0.0,0.0007145169839999,0.618,147.88,143933.0,279912656.0,1426190.0,297585871.0,0,1,2,15260,,8323,12234,1627,,21064.0,,11994,2287,7,23
8.0,0.290117528,0.0,-3.825,0.0336,0.044738875,0.0,0.004173281,,91.999,197477.0,3744756.0,155113.0,3585845.0,2,1,2,15261,11747,8324,12235,,12052,6503.0,11736,11995,2287,5,31
0.0,0.0767656249999999,,-7.301,0.0333,,0.0,0.033386248,0.27,102.078,198040.0,131534843.0,3051558.0,1128042067.0,0,,2,15262,11748,8325,12236,1628,12053,82096.0,11737,11996,4858,1,52
0.0,,10.0,,0.044,9.38313739e-07,0.0,0.0421441919999999,0.556,,248819.0,16497571.0,573377.0,179237341.0,0,1,2,15263,5434,,,1628,12054,13171.0,11738,,4858,1,45
4.0,0.260917119,8.0,-5.46,0.0435,,0.0,0.0443618639999999,0.493,,185773.0,,,657779469.0,0,1,2,15264,11749,8325,12237,1628,12055,32428.0,11739,11997,4858,6,
0.0,0.062570773,6.0,-8.145,0.0461,,0.0,0.000938313739,0.276,,216095.0,5239606.0,142434.0,,0,0,2,15265,11750,8326,12238,,12056,3511.0,11740,11998,4859,,15
2.0,0.2074746879999999,5.0,-7.281,0.0534,0.055306341,0.0,0.0254121839999999,0.544,125.721,158537.0,16727981.0,672601.0,213206159.0,0,1,2,15266,11751,8326,12239,1628,12057,,11741,11999,4858,3,20
6.0,0.3858283519999999,2.0,-5.226,0.0468,5.639752e-06,0.0,0.004913,0.696,91.071,168880.0,16691216.0,424514.0,157979493.0,0,1,,15267,11752,8325,12240,1628,12058,8471.0,11742,,4858,1,13
1.0,,4.0,-8.571,0.027,0.1931005519999999,,0.028372625,0.152,145.115,243907.0,10084862.0,427545.0,161854367.0,0,1,2,15268,3673,,12241,1628,12059,15394.0,11743,12000,4858,2,74
1.0,0.0275436079999999,10.0,-10.117,0.0378,0.449455096,7.63e-06,,0.173,121.645,220867.0,6560133.0,215065.0,148701769.0,2,0,2,15269,11753,8327,12242,1628,12060,8807.0,11744,,4859,2,23
4.0,0.531441,0.0,,0.0926,1.0303009999999995e-06,0.0,0.0005759303679999,0.605,171.09,153097.0,5242856.0,230292.0,36972708.0,0,1,,15270,,8326,12243,1628,12061,4553.0,11745,12001,4858,9,
2.0,0.0275436079999999,2.0,-8.868,0.035,0.6098001919999999,0.0,,0.172,130.47,204968.0,8129188.0,332613.0,,,1,2,15271,11754,8326,12244,1628,12062,10977.0,11746,12002,4858,1,16
2.0,0.4085184879999999,2.0,-5.355,0.114,0.002628072,4.67e-05,0.0008147805039999,0.25,96.107,272373.0,,481292.0,178170998.0,2,,2,15272,11365,8061,11813,,11634,8119.0,11328,11576,4733,,0
1.0,0.452984832,6.0,-5.352,0.201,0.0006294227929999,0.000231,0.000773620632,0.378,107.588,239888.0,25149399.0,481292.0,74518022.0,2,1,2,15273,11366,8061,,1629,11634,8119.0,,11576,,5,16
2.0,0.259694072,7.0,-6.049,,3.08915776e-07,0.0,0.0018608669999999,0.222,179.822,213333.0,,316179.0,,0,1,,15274,,8328,12245,,,5979.0,11747,12003,,6,16
6.0,0.296740963,0.0,,0.0407,1.481544e-06,,0.005929741,0.287,121.932,,756640.0,,59468211.0,2,1,2,15275,634,8329,12246,1629,,507.0,11748,12004,4860,7,12
6.0,,1.0,-6.324,0.0366,,0.0,0.002571353,0.23,110.004,139636.0,2237678.0,,10352174.0,2,1,2,15276,11755,8330,12247,1629,,,11749,,4861,,7
6.0,0.033076161,10.0,-10.827,0.0305,9.1733851e-05,0.00132,,0.0485,132.001,201004.0,2655413.0,,5222389.0,0,0,,15277,,8331,12248,,12063,3184.0,11750,12005,4862,7,44
2.0,,1.0,,,0.004251528,0.000166,0.000719323136,0.274,92.494,287135.0,25149399.0,481292.0,1131526.0,2,1,2,15278,11756,8332,12249,1629,,8119.0,11328,,4733,1,
1.0,0.676836152,1.0,-3.65,0.32,0.000179406144,0.00348,0.010941048,0.309,191.777,,1154102.0,44426.0,31138562.0,2,1,2,15279,11757,,,1629,12064,964.0,11751,12006,4863,3,16
5.0,0.6472146249999999,0.0,-8.707,0.0698,6.7419143e-11,,0.001906624,0.221,130.0,200572.0,883603.0,,24923775.0,0,1,2,15280,11758,8333,12250,1629,12065,707.0,,12007,3855,,37
7.0,,0.0,-6.832,0.0353,0.000181321496,0.0182,0.0033749999999999,0.194,100.049,246627.0,2815446.0,39495.0,23786035.0,0,1,2,15281,11759,8328,12251,1629,12066,1940.0,11752,12008,4863,1,5
6.0,0.3594254309999999,10.0,-4.79,0.0846,,0.0,0.030371328,0.826,,156319.0,17110327.0,354462.0,17899601.0,,1,2,15282,11760,5154,,1630,12067,15338.0,,7212,,,33
8.0,0.253636137,,-2.785,0.0777,0.070957944,0.0,0.019683,0.676,92.025,167674.0,114752387.0,630204.0,146105333.0,2,1,2,15283,11761,8334,12252,1630,,34566.0,11753,12009,3339,7,8
9.0,0.158340421,2.0,,0.0674,0.004173281,5.01e-06,0.0233936559999999,0.916,,165275.0,481638253.0,3262303.0,,2,1,2,15284,11762,8335,12253,1630,12068,177206.0,11754,12010,,,49
9.0,0.5717869999999998,1.0,-2.815,0.106,0.0004800486869999,1.31e-06,0.000512,,90.009,190667.0,72834113.0,656511.0,94571859.0,2,1,2,15285,9020,8336,9308,1630,9127,,8864,9039,3339,,23
5.0,0.290117528,10.0,,0.125,0.028372625,,0.0462682789999999,0.693,113.28,197647.0,30367683.0,419841.0,45743228.0,2,1,2,15286,11763,8337,12254,1630,12069,18095.0,11755,12011,3339,4,76
